,id,num_nodes,edge_list,lifetime,arrival_time,nodes_data,edges_data
1637,1637,8,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]",201.3775087529213,5449,"{'cpu': [21, 13, 17, 21, 25, 29, 21, 9], 'ram': [12, 24, 16, 7, 9, 19, 6, 14], 'rom': [27, 4, 13, 2, 5, 22, 18, 8]}","{'bw': [21, 5, 24, 15, 29, 19, 2]}"
1638,1638,11,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10)]",56.49480373483433,5442,"{'cpu': [22, 20, 8, 26, 11, 14, 24, 28, 7, 22, 9], 'ram': [11, 10, 23, 14, 24, 18, 16, 23, 19, 27, 23], 'rom': [23, 24, 10, 15, 26, 19, 6, 25, 3, 14, 17]}","{'bw': [23, 7, 9, 19, 26, 19, 21, 3, 29, 21]}"
1639,1639,4,"[(0, 1), (1, 2), (2, 3)]",418.40200893603503,5459,"{'cpu': [24, 27, 14, 16], 'ram': [19, 17, 12, 13], 'rom': [14, 26, 13, 19]}","{'bw': [26, 14, 20]}"
1640,1640,8,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]",238.61283680702036,5454,"{'cpu': [29, 3, 21, 28, 3, 24, 28, 15], 'ram': [16, 21, 2, 6, 7, 20, 28, 9], 'rom': [15, 26, 6, 17, 14, 26, 28, 20]}","{'bw': [7, 27, 4, 25, 23, 29, 19]}"
1641,1641,9,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8)]",171.34993389529106,5451,"{'cpu': [2, 22, 14, 9, 26, 22, 29, 22, 4], 'ram': [29, 20, 25, 13, 11, 20, 28, 5, 7], 'rom': [23, 26, 23, 25, 7, 16, 8, 18, 27]}","{'bw': [9, 29, 5, 24, 28, 20, 21, 9]}"
1642,1642,7,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6)]",854.4725857070118,5450,"{'cpu': [21, 18, 20, 28, 22, 17, 29], 'ram': [16, 24, 2, 26, 10, 25, 11], 'rom': [11, 18, 11, 10, 24, 11, 16]}","{'bw': [24, 26, 12, 21, 5, 16]}"
1643,1643,9,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8)]",28.065492598622818,5440,"{'cpu': [15, 20, 17, 28, 7, 27, 20, 28, 25], 'ram': [28, 4, 20, 5, 22, 16, 18, 19, 12], 'rom': [5, 21, 16, 13, 9, 23, 5, 22, 21]}","{'bw': [19, 11, 17, 14, 11, 11, 16, 2]}"
1644,1644,13,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12)]",284.2664404800136,5449,"{'cpu': [6, 11, 28, 4, 14, 22, 17, 26, 23, 10, 8, 9, 21], 'ram': [27, 9, 14, 5, 10, 8, 17, 25, 3, 11, 22, 17, 6], 'rom': [25, 29, 3, 28, 23, 27, 20, 26, 8, 13, 8, 7, 24]}","{'bw': [19, 13, 12, 22, 25, 2, 18, 13, 9, 9, 26, 22]}"
1645,1645,14,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13)]",62.52181087969925,5442,"{'cpu': [10, 4, 29, 7, 2, 10, 20, 12, 2, 14, 18, 20, 6, 4], 'ram': [21, 6, 27, 29, 25, 16, 4, 5, 27, 14, 24, 23, 2, 24], 'rom': [24, 24, 11, 21, 23, 9, 17, 24, 29, 2, 19, 25, 22, 14]}","{'bw': [25, 21, 22, 28, 10, 20, 24, 26, 21, 12, 4, 16, 24]}"
1646,1646,10,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9)]",179.82825282057763,5456,"{'cpu': [26, 22, 16, 23, 4, 7, 8, 2, 5, 29], 'ram': [4, 12, 5, 25, 4, 2, 26, 9, 18, 13], 'rom': [11, 16, 18, 28, 24, 8, 14, 26, 14, 29]}","{'bw': [4, 20, 13, 19, 10, 24, 12, 16, 13]}"
1647,1647,2,"[(0, 1)]",176.47736361014708,5454,"{'cpu': [12, 8], 'ram': [13, 18], 'rom': [6, 16]}",{'bw': [11]}
1648,1648,9,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8)]",246.53173584480453,5462,"{'cpu': [29, 15, 10, 13, 3, 2, 14, 22, 19], 'ram': [2, 2, 3, 27, 5, 24, 19, 19, 9], 'rom': [12, 24, 17, 6, 18, 18, 28, 7, 12]}","{'bw': [26, 15, 13, 17, 29, 7, 18, 14]}"
1649,1649,9,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8)]",538.6287316154438,5452,"{'cpu': [15, 20, 6, 20, 23, 21, 2, 11, 24], 'ram': [28, 11, 17, 29, 22, 16, 13, 20, 20], 'rom': [24, 12, 23, 12, 29, 12, 28, 20, 11]}","{'bw': [20, 23, 4, 12, 7, 10, 6, 6]}"
1650,1650,5,"[(0, 1), (1, 2), (2, 3), (3, 4)]",993.5668986983463,5569,"{'cpu': [11, 22, 25, 23, 6], 'ram': [3, 14, 3, 9, 16], 'rom': [15, 27, 14, 18, 21]}","{'bw': [29, 6, 14, 10]}"
1651,1651,8,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]",451.2265456201713,5543,"{'cpu': [21, 19, 9, 11, 28, 23, 5, 5], 'ram': [13, 20, 22, 6, 8, 6, 15, 2], 'rom': [10, 5, 27, 11, 25, 2, 8, 28]}","{'bw': [7, 9, 9, 11, 11, 12, 5]}"
1652,1652,6,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5)]",473.22069066825316,5544,"{'cpu': [10, 20, 6, 12, 7, 3], 'ram': [28, 28, 22, 14, 11, 19], 'rom': [27, 27, 21, 28, 7, 13]}","{'bw': [27, 4, 27, 3, 23]}"
1653,1653,14,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13)]",269.2570444073912,5554,"{'cpu': [9, 8, 27, 12, 28, 15, 20, 23, 14, 20, 21, 7, 18, 14], 'ram': [15, 14, 5, 13, 12, 16, 13, 29, 14, 15, 8, 2, 10, 25], 'rom': [15, 16, 24, 25, 4, 3, 26, 20, 17, 26, 9, 13, 21, 18]}","{'bw': [15, 19, 28, 9, 18, 3, 6, 18, 7, 10, 12, 23, 5]}"
1654,1654,3,"[(0, 1), (1, 2)]",24.40539044799394,5560,"{'cpu': [29, 24, 6], 'ram': [14, 6, 11], 'rom': [5, 28, 21]}","{'bw': [10, 16]}"
1655,1655,5,"[(0, 1), (1, 2), (2, 3), (3, 4)]",384.41388380661584,5547,"{'cpu': [19, 17, 24, 20, 8], 'ram': [16, 9, 23, 27, 15], 'rom': [10, 18, 25, 24, 9]}","{'bw': [13, 16, 21, 20]}"
1656,1656,7,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6)]",8.256266661300087,5545,"{'cpu': [19, 22, 21, 27, 17, 4, 28], 'ram': [20, 27, 6, 13, 26, 13, 17], 'rom': [25, 6, 21, 16, 22, 17, 3]}","{'bw': [15, 21, 13, 22, 26, 17]}"
1657,1657,14,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13)]",1625.9698108443627,5558,"{'cpu': [4, 29, 8, 27, 7, 3, 15, 26, 23, 18, 11, 15, 3, 24], 'ram': [27, 14, 10, 9, 2, 17, 15, 24, 14, 29, 8, 16, 3, 25], 'rom': [5, 4, 7, 24, 3, 16, 4, 11, 22, 3, 7, 3, 4, 28]}","{'bw': [12, 6, 7, 8, 10, 21, 18, 28, 20, 18, 15, 11, 14]}"
1658,1658,8,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]",409.54294133136443,5551,"{'cpu': [13, 25, 10, 2, 11, 18, 21, 19], 'ram': [28, 15, 26, 9, 25, 24, 9, 6], 'rom': [13, 14, 18, 13, 20, 10, 29, 10]}","{'bw': [4, 4, 14, 27, 10, 9, 6]}"
1659,1659,4,"[(0, 1), (1, 2), (2, 3)]",6.346054339342405,5546,"{'cpu': [6, 12, 14, 7], 'ram': [26, 18, 28, 14], 'rom': [15, 4, 21, 17]}","{'bw': [2, 11, 23]}"
1660,1660,7,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6)]",279.50606371307225,5556,"{'cpu': [25, 22, 12, 8, 27, 18, 24], 'ram': [23, 8, 16, 22, 23, 2, 20], 'rom': [17, 27, 24, 19, 23, 20, 15]}","{'bw': [16, 6, 6, 23, 17, 14]}"
1661,1661,3,"[(0, 1), (1, 2)]",1347.4265833402278,5547,"{'cpu': [13, 26, 21], 'ram': [3, 6, 17], 'rom': [15, 25, 7]}","{'bw': [29, 5]}"
1662,1662,14,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13)]",111.32995638654486,5557,"{'cpu': [2, 3, 8, 21, 12, 26, 23, 5, 16, 25, 6, 27, 4, 24], 'ram': [4, 20, 12, 6, 17, 26, 10, 8, 2, 26, 4, 15, 16, 13], 'rom': [5, 10, 24, 9, 25, 12, 16, 2, 14, 28, 21, 8, 12, 6]}","{'bw': [25, 16, 24, 14, 12, 16, 10, 9, 28, 17, 20, 10, 27]}"
1663,1663,12,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11)]",106.17363599175245,5547,"{'cpu': [5, 16, 2, 18, 15, 6, 27, 10, 25, 20, 15, 4], 'ram': [13, 15, 24, 19, 27, 11, 29, 11, 24, 24, 10, 7], 'rom': [26, 2, 5, 18, 7, 21, 24, 15, 11, 7, 24, 19]}","{'bw': [29, 27, 13, 19, 28, 27, 21, 13, 24, 18, 17]}"
1664,1664,2,"[(0, 1)]",426.7228340842114,5561,"{'cpu': [20, 9], 'ram': [8, 8], 'rom': [13, 20]}",{'bw': [20]}
1665,1665,11,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10)]",292.3493556753512,5543,"{'cpu': [26, 25, 14, 10, 24, 11, 21, 27, 11, 8, 11], 'ram': [17, 25, 19, 8, 27, 26, 2, 27, 29, 20, 19], 'rom': [7, 14, 7, 5, 7, 23, 11, 19, 27, 10, 21]}","{'bw': [29, 24, 14, 24, 24, 16, 19, 26, 21, 20]}"
1666,1666,7,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6)]",64.20138434769227,5549,"{'cpu': [18, 11, 3, 19, 2, 17, 26], 'ram': [8, 7, 13, 21, 3, 19, 23], 'rom': [27, 3, 3, 20, 25, 17, 13]}","{'bw': [15, 7, 23, 28, 24, 2]}"
1667,1667,2,"[(0, 1)]",92.45974267778686,5551,"{'cpu': [28, 17], 'ram': [18, 19], 'rom': [20, 20]}",{'bw': [10]}
1668,1668,6,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5)]",23.336661749182312,5551,"{'cpu': [13, 19, 17, 26, 19, 5], 'ram': [10, 7, 3, 25, 26, 29], 'rom': [11, 24, 15, 5, 19, 15]}","{'bw': [5, 15, 25, 24, 15]}"
1669,1669,13,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12)]",1041.4419108388652,5554,"{'cpu': [22, 13, 28, 9, 5, 20, 25, 28, 11, 21, 19, 28, 13], 'ram': [15, 10, 23, 5, 3, 9, 12, 12, 6, 24, 6, 9, 19], 'rom': [8, 10, 24, 17, 28, 15, 17, 19, 27, 27, 13, 12, 22]}","{'bw': [29, 11, 23, 23, 2, 23, 13, 22, 17, 15, 24, 8]}"
1670,1670,12,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11)]",56.61427652148768,5543,"{'cpu': [17, 23, 10, 13, 19, 26, 29, 29, 3, 16, 15, 15], 'ram': [26, 5, 21, 5, 11, 23, 19, 20, 4, 25, 19, 29], 'rom': [12, 5, 5, 6, 10, 6, 22, 6, 29, 21, 6, 14]}","{'bw': [25, 20, 20, 12, 20, 27, 19, 27, 3, 14, 19]}"
1671,1671,14,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13)]",230.89222851410264,5553,"{'cpu': [10, 28, 14, 4, 26, 11, 18, 18, 10, 18, 20, 6, 18, 3], 'ram': [19, 5, 3, 24, 9, 21, 7, 5, 25, 20, 27, 8, 11, 13], 'rom': [3, 20, 11, 12, 28, 12, 18, 24, 29, 20, 12, 10, 7, 23]}","{'bw': [5, 23, 13, 3, 10, 8, 13, 7, 26, 22, 5, 13, 22]}"
1672,1672,10,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9)]",676.1905402770909,5538,"{'cpu': [16, 9, 19, 7, 15, 19, 10, 10, 24, 8], 'ram': [9, 25, 11, 9, 13, 2, 28, 6, 24, 20], 'rom': [22, 10, 21, 25, 10, 8, 5, 5, 17, 8]}","{'bw': [19, 11, 11, 26, 12, 27, 28, 20, 7]}"
1673,1673,11,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10)]",137.3615979395138,5558,"{'cpu': [27, 16, 23, 12, 10, 12, 26, 17, 21, 15, 21], 'ram': [25, 29, 2, 12, 8, 15, 26, 3, 7, 21, 23], 'rom': [19, 14, 12, 5, 21, 15, 23, 16, 14, 16, 28]}","{'bw': [9, 13, 4, 14, 20, 11, 16, 14, 21, 18]}"
1674,1674,10,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9)]",164.0760592990652,5559,"{'cpu': [6, 18, 6, 15, 25, 22, 5, 23, 7, 27], 'ram': [27, 25, 4, 28, 9, 5, 15, 9, 2, 27], 'rom': [16, 10, 20, 3, 18, 27, 4, 5, 20, 27]}","{'bw': [10, 5, 3, 22, 8, 5, 23, 7, 8]}"
1675,1675,10,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9)]",720.1341763351193,5563,"{'cpu': [12, 25, 8, 3, 9, 22, 20, 2, 26, 17], 'ram': [3, 24, 23, 15, 13, 21, 26, 21, 5, 17], 'rom': [25, 17, 18, 25, 28, 18, 8, 28, 15, 27]}","{'bw': [18, 23, 22, 14, 4, 22, 10, 3, 8]}"
1676,1676,10,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9)]",622.8039229211354,5558,"{'cpu': [21, 26, 20, 7, 8, 3, 18, 13, 19, 14], 'ram': [8, 8, 26, 9, 20, 25, 10, 18, 9, 6], 'rom': [22, 14, 9, 21, 11, 29, 25, 20, 24, 5]}","{'bw': [3, 28, 22, 17, 28, 18, 29, 27, 27]}"
1677,1677,14,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13)]",217.80239392067318,5553,"{'cpu': [16, 25, 8, 14, 18, 8, 5, 20, 28, 14, 29, 24, 14, 18], 'ram': [2, 29, 20, 8, 20, 3, 8, 6, 5, 15, 28, 3, 7, 13], 'rom': [20, 7, 4, 9, 4, 26, 8, 9, 23, 29, 8, 12, 20, 26]}","{'bw': [25, 11, 9, 4, 27, 8, 2, 20, 22, 23, 5, 24, 24]}"
1678,1678,6,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5)]",20.614341480685724,5559,"{'cpu': [22, 29, 28, 18, 15, 28], 'ram': [22, 14, 3, 22, 8, 11], 'rom': [22, 9, 12, 3, 9, 28]}","{'bw': [26, 11, 18, 2, 12]}"
1679,1679,11,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10)]",280.8053898523599,5541,"{'cpu': [29, 22, 28, 18, 14, 4, 16, 23, 4, 11, 21], 'ram': [12, 10, 13, 5, 20, 22, 8, 5, 10, 12, 5], 'rom': [20, 14, 17, 18, 20, 11, 3, 3, 23, 5, 22]}","{'bw': [15, 27, 20, 17, 3, 26, 8, 28, 8, 4]}"
1680,1680,10,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9)]",198.8788078149371,5653,"{'cpu': [16, 29, 27, 10, 12, 26, 12, 16, 15, 3], 'ram': [2, 4, 26, 2, 26, 20, 12, 5, 10, 22], 'rom': [23, 3, 15, 28, 6, 11, 26, 15, 10, 12]}","{'bw': [13, 24, 16, 22, 22, 6, 6, 23, 21]}"
1681,1681,7,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6)]",1066.7032041949556,5653,"{'cpu': [15, 29, 26, 3, 11, 15, 9], 'ram': [14, 23, 18, 17, 4, 25, 17], 'rom': [4, 4, 24, 20, 21, 6, 29]}","{'bw': [6, 28, 14, 22, 20, 4]}"
1682,1682,12,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11)]",359.77090721679417,5640,"{'cpu': [27, 7, 13, 4, 28, 6, 4, 6, 6, 16, 10, 8], 'ram': [13, 24, 11, 19, 27, 10, 19, 16, 13, 16, 23, 15], 'rom': [10, 23, 27, 24, 23, 12, 15, 29, 11, 6, 15, 13]}","{'bw': [11, 24, 15, 15, 10, 6, 16, 24, 25, 17, 7]}"
1683,1683,6,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5)]",561.4117457351739,5664,"{'cpu': [3, 29, 8, 27, 12, 16], 'ram': [20, 29, 26, 24, 15, 3], 'rom': [18, 2, 5, 6, 5, 26]}","{'bw': [6, 5, 26, 11, 22]}"
1684,1684,8,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]",147.83924961070724,5660,"{'cpu': [29, 18, 16, 4, 18, 24, 6, 16], 'ram': [14, 2, 18, 9, 9, 26, 12, 2], 'rom': [28, 7, 6, 13, 12, 13, 21, 18]}","{'bw': [28, 26, 25, 29, 13, 8, 3]}"
1685,1685,14,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13)]",262.45585485822517,5647,"{'cpu': [19, 16, 12, 23, 2, 23, 23, 3, 8, 23, 13, 18, 28, 23], 'ram': [21, 22, 12, 13, 10, 17, 6, 13, 13, 25, 17, 24, 23, 2], 'rom': [19, 24, 28, 22, 25, 24, 16, 13, 2, 14, 15, 10, 6, 14]}","{'bw': [5, 11, 11, 5, 28, 12, 20, 14, 11, 7, 25, 9, 26]}"
1686,1686,9,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8)]",267.29280226238143,5647,"{'cpu': [17, 26, 28, 2, 24, 12, 5, 13, 25], 'ram': [15, 2, 20, 4, 20, 20, 26, 13, 14], 'rom': [27, 25, 2, 9, 7, 16, 16, 5, 20]}","{'bw': [11, 15, 23, 20, 26, 18, 13, 10]}"
1687,1687,10,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9)]",247.73543720199837,5645,"{'cpu': [13, 12, 29, 23, 19, 14, 13, 11, 15, 11], 'ram': [24, 23, 16, 7, 25, 4, 7, 2, 23, 6], 'rom': [12, 20, 19, 11, 18, 8, 27, 15, 23, 7]}","{'bw': [7, 14, 5, 24, 5, 16, 15, 6, 28]}"
1688,1688,8,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]",217.01915050201484,5658,"{'cpu': [11, 13, 21, 24, 4, 22, 28, 18], 'ram': [25, 13, 17, 6, 19, 28, 7, 26], 'rom': [17, 14, 25, 17, 23, 8, 17, 2]}","{'bw': [5, 15, 24, 23, 10, 29, 24]}"
1689,1689,12,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11)]",174.613102085502,5650,"{'cpu': [5, 15, 29, 3, 9, 10, 26, 8, 12, 4, 18, 2], 'ram': [27, 3, 3, 2, 4, 5, 29, 3, 18, 16, 5, 18], 'rom': [5, 16, 10, 20, 18, 22, 17, 3, 23, 12, 23, 7]}","{'bw': [18, 18, 14, 6, 7, 21, 10, 27, 9, 12, 9]}"
1690,1690,4,"[(0, 1), (1, 2), (2, 3)]",81.76377244271546,5662,"{'cpu': [23, 13, 8, 22], 'ram': [15, 22, 4, 2], 'rom': [13, 2, 15, 26]}","{'bw': [21, 13, 3]}"
1691,1691,4,"[(0, 1), (1, 2), (2, 3)]",281.5226512150158,5649,"{'cpu': [5, 12, 10, 29], 'ram': [20, 28, 15, 19], 'rom': [10, 12, 26, 7]}","{'bw': [10, 17, 8]}"
1692,1692,9,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8)]",367.8043492738447,5647,"{'cpu': [21, 20, 11, 20, 23, 8, 25, 14, 7], 'ram': [22, 2, 19, 16, 28, 21, 3, 14, 16], 'rom': [15, 14, 28, 15, 24, 10, 14, 10, 15]}","{'bw': [8, 8, 4, 10, 7, 18, 26, 19]}"
1693,1693,6,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5)]",821.5543884433417,5642,"{'cpu': [11, 14, 25, 13, 3, 9], 'ram': [19, 28, 25, 16, 8, 17], 'rom': [18, 28, 9, 16, 19, 6]}","{'bw': [20, 17, 18, 20, 3]}"
1694,1694,5,"[(0, 1), (1, 2), (2, 3), (3, 4)]",26.919991326642513,5649,"{'cpu': [28, 7, 17, 23, 20], 'ram': [3, 18, 15, 14, 21], 'rom': [2, 7, 25, 14, 27]}","{'bw': [15, 23, 19, 6]}"
1695,1695,14,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13)]",480.4108062421329,5640,"{'cpu': [21, 22, 10, 4, 9, 9, 7, 11, 14, 7, 29, 21, 22, 23], 'ram': [9, 10, 11, 2, 5, 2, 8, 20, 15, 22, 14, 8, 17, 26], 'rom': [15, 28, 2, 20, 3, 24, 6, 24, 7, 13, 3, 25, 18, 23]}","{'bw': [27, 5, 15, 14, 15, 15, 20, 29, 3, 12, 27, 15, 15]}"
1696,1696,2,"[(0, 1)]",58.08147531701284,5659,"{'cpu': [15, 23], 'ram': [5, 5], 'rom': [2, 26]}",{'bw': [25]}
1697,1697,5,"[(0, 1), (1, 2), (2, 3), (3, 4)]",336.9322299634939,5658,"{'cpu': [23, 17, 3, 16, 29], 'ram': [21, 20, 8, 12, 26], 'rom': [20, 15, 10, 22, 15]}","{'bw': [23, 6, 10, 5]}"
1698,1698,13,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12)]",533.2694304788433,5641,"{'cpu': [16, 5, 23, 24, 29, 2, 13, 11, 13, 24, 9, 27, 20], 'ram': [11, 19, 23, 28, 11, 29, 12, 4, 6, 3, 17, 22, 13], 'rom': [13, 6, 22, 29, 2, 14, 5, 11, 26, 5, 13, 3, 19]}","{'bw': [6, 10, 12, 9, 23, 14, 27, 22, 16, 20, 18, 26]}"
1699,1699,12,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11)]",524.7801193884279,5639,"{'cpu': [13, 3, 29, 26, 21, 23, 26, 14, 28, 26, 12, 28], 'ram': [27, 7, 21, 15, 10, 5, 25, 27, 15, 24, 18, 11], 'rom': [19, 12, 14, 16, 6, 27, 13, 6, 9, 15, 7, 7]}","{'bw': [4, 9, 12, 6, 18, 27, 15, 20, 9, 12, 28]}"
1700,1700,7,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6)]",375.6263715190801,5654,"{'cpu': [21, 11, 6, 21, 19, 15, 13], 'ram': [27, 10, 10, 14, 15, 12, 13], 'rom': [23, 25, 26, 18, 10, 5, 18]}","{'bw': [10, 26, 22, 24, 16, 15]}"
1701,1701,8,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]",251.29199407527204,5648,"{'cpu': [2, 26, 3, 4, 27, 7, 12, 9], 'ram': [10, 7, 21, 27, 12, 10, 6, 12], 'rom': [20, 10, 11, 19, 21, 29, 13, 9]}","{'bw': [9, 29, 13, 12, 22, 24, 3]}"
1702,1702,12,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11)]",419.6624549293381,5649,"{'cpu': [13, 19, 24, 6, 11, 26, 21, 9, 5, 22, 3, 17], 'ram': [29, 11, 12, 2, 26, 16, 5, 17, 8, 16, 17, 11], 'rom': [12, 9, 18, 27, 17, 15, 27, 26, 11, 27, 9, 10]}","{'bw': [14, 17, 22, 17, 18, 2, 22, 22, 15, 10, 4]}"
1703,1703,5,"[(0, 1), (1, 2), (2, 3), (3, 4)]",1167.302890875469,5667,"{'cpu': [23, 15, 24, 18, 26], 'ram': [22, 7, 2, 10, 11], 'rom': [13, 3, 10, 26, 24]}","{'bw': [13, 14, 11, 11]}"
1704,1704,8,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7)]",211.69855073406782,5647,"{'cpu': [28, 13, 4, 5, 29, 14, 10, 15], 'ram': [27, 20, 4, 2, 13, 3, 5, 23], 'rom': [25, 25, 21, 19, 21, 11, 3, 26]}","{'bw': [17, 3, 2, 28, 22, 8, 6]}"
1705,1705,11,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10)]",1109.44389569358,5646,"{'cpu': [23, 17, 29, 10, 3, 17, 10, 23, 19, 19, 20], 'ram': [28, 17, 15, 18, 4, 13, 10, 12, 12, 8, 17], 'rom': [5, 20, 4, 12, 23, 7, 6, 9, 21, 25, 16]}","{'bw': [18, 16, 8, 14, 17, 11, 24, 12, 19, 19]}"
1706,1706,10,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9)]",11.649723189901216,5651,"{'cpu': [25, 20, 14, 2, 3, 15, 7, 17, 16, 17], 'ram': [24, 5, 24, 26, 8, 26, 13, 14, 4, 10], 'rom': [23, 5, 24, 16, 24, 24, 6, 17, 21, 17]}","{'bw': [17, 3, 27, 18, 28, 9, 4, 12, 26]}"
1707,1707,2,"[(0, 1)]",726.8273776354954,5649,"{'cpu': [7, 24], 'ram': [6, 26], 'rom': [9, 20]}",{'bw': [19]}
1708,1708,4,"[(0, 1), (1, 2), (2, 3)]",42.267376677474275,5648,"{'cpu': [12, 22, 15, 15], 'ram': [10, 17, 7, 10], 'rom': [18, 22, 4, 29]}","{'bw': [23, 17, 8]}"
